Date	Hour	Tmax(C)	Tmin(C)	ET0	Rain(mm)
2021-06-07	15:00:06	22.0	10.17	2.438	0.0
2021-06-07	15:15:10	22.0	10.17	2.769	0.0
2021-06-07	15:30:11	22.0	10.17	2.7689999999999997	0.0
2021-06-07	15:45:12	22.28	10.17	2.769	0.0
2021-06-07	16:00:13	22.56	10.17	2.7689999999999997	0.0
2021-06-07	16:15:14	22.56	10.17	3.073	0.0
2021-06-07	16:30:15	22.56	10.17	3.073	0.0
2021-06-07	16:45:16	22.56	10.17	3.073	0.0
2021-06-07	17:00:17	22.56	10.17	3.073	0.0
2021-06-07	17:15:18	22.56	10.17	3.15	0.0
2021-06-07	17:30:42	22.56	10.17	3.15	0.0
2021-06-07	17:45:43	22.56	10.17	3.15	0.0
2021-06-07	18:00:48	22.56	10.17	3.15	0.0
2021-06-07	18:15:55	22.56	10.17	3.2	0.0
2021-06-07	18:30:55	22.56	10.17	3.2	0.0
2021-06-07	18:45:57	22.56	10.17	3.2	0.0
2021-06-07	19:00:59	22.56	10.17	3.2	0.0
2021-06-07	19:16:00	22.56	10.17	3.2260000000000004	0.0
2021-06-07	19:30:01	22.56	10.17	3.2260000000000004	0.0
2021-06-07	19:45:05	22.56	10.17	3.2260000000000004	0.0
2021-06-07	20:00:06	22.56	10.17	3.2260000000000004	0.0
2021-06-07	20:15:07	22.56	10.17	3.2510000000000003	0.0
2021-06-07	20:30:08	22.56	10.17	3.2510000000000003	0.0
2021-06-07	20:45:09	22.56	10.17	3.2510000000000003	0.0
2021-06-07	21:00:09	22.56	10.17	3.2510000000000003	0.0
2021-06-07	21:15:10	22.56	10.17	3.277	0.0
2021-06-07	21:30:11	22.56	10.17	3.2769999999999997	0.0
2021-06-07	21:45:12	22.56	10.17	3.277	0.0
2021-06-07	22:00:13	22.56	10.17	3.2769999999999997	0.0
2021-06-07	22:15:14	22.56	10.17	3.302	0.0
2021-06-07	22:30:14	22.56	10.17	3.302	0.0
2021-06-07	22:45:18	22.56	10.17	3.302	0.0
2021-06-07	23:00:19	22.56	10.17	3.302	0.0
2021-06-07	23:15:21	22.56	10.17	3.327	0.0
2021-06-07	23:30:22	22.56	10.17	3.327	0.0
2021-06-07	23:45:23	22.56	10.17	3.327	0.0
2021-06-08	00:00:24	22.56	10.17	3.327	0.0
2021-06-08	00:15:25	13.5	13.33	0.0	0.0
2021-06-08	00:30:26	13.5	13.17	0.0	0.0
2021-06-08	00:45:27	13.5	12.83	0.0	0.0
2021-06-08	01:00:28	13.5	12.72	0.0	0.0
2021-06-08	01:15:29	13.5	12.72	0.025	0.0
2021-06-08	01:30:30	13.5	12.72	0.025	0.0
2021-06-08	01:45:31	13.5	12.56	0.025	0.0
2021-06-08	02:00:31	13.5	12.56	0.025	0.0
2021-06-08	02:15:32	13.5	12.33	0.025	0.0
2021-06-08	02:30:33	13.5	12.28	0.025	0.0
2021-06-08	02:45:34	13.5	12.28	0.025	0.0
2021-06-08	03:00:35	13.5	12.28	0.025	0.0
2021-06-08	03:15:35	13.5	12.28	0.025	0.0
2021-06-08	03:30:36	13.5	12.28	0.025	0.0
2021-06-08	03:45:37	13.5	12.0	0.025	0.0
2021-06-08	04:00:38	13.5	12.0	0.025	0.0
2021-06-08	04:15:41	13.5	12.0	0.025	0.0
2021-06-08	04:30:42	13.5	12.0	0.025	0.0
2021-06-08	04:45:43	13.5	12.0	0.025	0.0
2021-06-08	05:00:44	13.5	12.0	0.025	0.0
2021-06-08	05:15:45	13.5	12.0	0.025	0.0
2021-06-08	05:30:46	13.5	12.0	0.025	0.0
2021-06-08	05:45:46	13.5	12.0	0.025	0.0
2021-06-08	06:00:47	13.5	12.0	0.025	0.0
2021-06-08	06:15:48	13.5	12.0	0.025	0.0
2021-06-08	06:30:49	13.5	12.0	0.025	0.0
