"Latitude";"Longitude";"Date Time (YYYY-MM-DD hh:mm:ss)";"Temperature (°C)";"RH (%)";"Radiation (kW/m^2)";"Wind D (°)";"Wind S (km/h)";"Rain (mm)";"ET daily (ET)";"Rain daily (mm)";"Temperature Min (°C)";"Temperature Max (°C)";"Soil moisture_1 (%)";"Soil moisture_2 (%)";"Root depth (%)";"Seedtime (YYYY-MM-DD hh:mm:ss)"
"1.234";"-78.4";"2020-03-31 04:30:08";"10.67";"97";"0";"21";"0";"0";"0";"0";"10";"11.67";"35.1";"40.2";"123";"2020-03-31 04:30:08"
"1.234";"-78.4";"2020-03-31 04:45:07";"10.67";"98";"0";"21";"0";"0";"0";"0";"10";"11.67";"35.1";"40.2";"123";"2020-03-31 04:45:07"
"1.234";"-78.4";"2020-03-31 05:00:09";"10.56";"99";"0";"21";"0";"0";"0";"0";"10";"11.67";"35.1";"40.2";"123";"2020-03-31 05:00:09"
"1.234";"-78.4";"2020-03-31 05:15:08";"10.83";"99";"0";"21";"0";"0";"0";"0";"10";"11.67";"35.1";"40.2";"123";"2020-03-31 05:15:08"
"1.234";"-78.4";"2020-03-31 05:30:14";"10.78";"100";"0";"21";"0";"0";"0";"0";"10";"11.67";"35.1";"40.2";"123";"2020-03-31 05:30:14"
"1.234";"-78.4";"2020-03-31 05:45:13";"10.89";"100";"0";"21";"0";"0";"0";"0";"10";"11.67";"35.1";"40.2";"123";"2020-03-31 05:45:13"
"1.234";"-78.4";"2020-03-31 06:00:08";"10.83";"100";"0";"21";"0";"0";"0";"0";"10";"11.67";"35.1";"40.2";"123";"2020-03-31 06:00:08"
"1.234";"-78.4";"2020-03-31 06:15:08";"10.61";"100";"0";"21";"0";"0";"0";"0";"10";"11.67";"35.1";"40.2";"123";"2020-03-31 06:15:08"
"1.234";"-78.4";"2020-03-31 06:30:07";"10.83";"100";"0.03";"21";"0";"0";"0";"0";"10";"11.67";"35.1";"40.2";"123";"2020-03-31 06:30:07"
"1.234";"-78.4";"2020-03-31 06:45:08";"11.06";"100";"0.04";"21";"0";"0";"0";"0";"10";"11.67";"35.1";"40.2";"123";"2020-03-31 06:45:08"
"1.234";"-78.4";"2020-03-31 07:00:14";"11.33";"100";"0.07";"21";"0";"0";"0";"0";"10";"11.67";"35.1";"40.2";"123";"2020-03-31 07:00:14"
"1.234";"-78.4";"2020-03-31 07:15:07";"11.72";"100";"0.22";"21";"0";"0";"0";"0";"10";"11.78";"35.1";"40.2";"123";"2020-03-31 07:15:07"
"1.234";"-78.4";"2020-03-31 07:30:13";"12.22";"100";"0.14";"21";"0";"0";"0";"0";"10";"12.28";"35.1";"40.2";"123";"2020-03-31 07:30:13"
"1.234";"-78.4";"2020-03-31 07:45:14";"12.44";"97";"0.08";"21";"0";"0";"0";"0";"10";"12.44";"35.1";"40.2";"123";"2020-03-31 07:45:14"
"1.234";"-78.4";"2020-03-31 08:00:14";"12.56";"94";"0.11";"21";"0";"0";"0.25";"0";"10";"12.56";"35.1";"40.2";"123";"2020-03-31 08:00:14"
"1.234";"-78.4";"2020-03-31 08:15:08";"12.72";"91";"0.17";"21";"0";"0";"0.25";"0";"10";"12.78";"35.1";"40.2";"123";"2020-03-31 08:15:08"
"1.234";"-78.4";"2020-03-31 08:30:08";"13";"89";"0.25";"21";"0";"0";"0.25";"0";"10";"13.06";"35.1";"40.2";"123";"2020-03-31 08:30:08"
"1.234";"-78.4";"2020-03-31 08:45:08";"13.39";"87";"0.26";"21";"0";"0";"0.25";"0";"10";"13.44";"35.1";"40.2";"123";"2020-03-31 08:45:08"
"1.234";"-78.4";"2020-03-31 09:01:11";"13.94";"84";"0.48";"21";"0";"0";"0.25";"0";"10";"14.06";"35.1";"40.2";"123";"2020-03-31 09:01:11"
"1.234";"-78.4";"2020-03-31 09:15:08";"15.22";"71";"0.36";"63";"1";"0";"0.25";"0";"10";"15.22";"35.1";"40.2";"123";"2020-03-31 09:15:08"
"1.234";"-78.4";"2020-03-31 09:30:08";"14.83";"67";"0.26";"166";"1";"0";"0.25";"0";"10";"15.22";"35.1";"40.2";"123";"2020-03-31 09:30:08"
"1.234";"-78.4";"2020-03-31 09:45:07";"14.94";"65";"0.25";"107";"0";"0";"0.25";"0";"10";"15.22";"35.1";"40.2";"123";"2020-03-31 09:45:07"
"1.234";"-78.4";"2020-03-31 10:00:08";"15.17";"65";"0.27";"108";"0";"0";"0.25";"0";"10";"15.22";"35.1";"40.2";"123";"2020-03-31 10:00:08"
"1.234";"-78.4";"2020-03-31 10:15:14";"15.11";"66";"0.48";"184";"1";"0";"0.25";"0";"10";"15.22";"35.1";"40.2";"123";"2020-03-31 10:15:14"
"1.234";"-78.4";"2020-03-31 10:30:08";"15.39";"64";"0.24";"174";"3";"0";"0.51";"0";"10";"15.39";"35.1";"40.2";"123";"2020-03-31 10:30:08"
"1.234";"-78.4";"2020-03-31 10:45:08";"15.61";"60";"0.38";"130";"1";"0";"0.51";"0";"10";"15.67";"35.1";"40.2";"123";"2020-03-31 10:45:08"
"1.234";"-78.4";"2020-03-31 11:00:08";"16";"59";"0.37";"133";"0";"0";"0.51";"0";"10";"16";"35.1";"40.2";"123";"2020-03-31 11:00:08"
"1.234";"-78.4";"2020-03-31 11:15:14";"16.39";"57";"0.46";"155";"8";"0";"0.51";"0";"10";"16.39";"35.1";"40.2";"123";"2020-03-31 11:15:14"
"1.234";"-78.4";"2020-03-31 11:30:13";"16.89";"56";"0.52";"25";"0";"0";"0.76";"0";"10";"16.89";"35.1";"40.2";"123";"2020-03-31 11:30:13"
"1.234";"-78.4";"2020-03-31 11:45:08";"16.83";"54";"0.68";"223";"4";"0";"0.76";"0";"10";"16.94";"35.1";"40.2";"123";"2020-03-31 11:45:08"
"1.234";"-78.4";"2020-03-31 12:00:08";"17.61";"54";"0.66";"108";"0";"0";"1.02";"0";"10";"17.61";"35.1";"40.2";"123";"2020-03-31 12:00:08"
"1.234";"-78.4";"2020-03-31 12:15:08";"17.56";"52";"0.63";"80";"0";"0";"1.02";"0";"10";"17.61";"35.1";"40.2";"123";"2020-03-31 12:15:08"
"1.234";"-78.4";"2020-03-31 12:30:07";"18.11";"51";"0.51";"77";"3";"0";"1.02";"0";"10";"18.11";"35.1";"40.2";"123";"2020-03-31 12:30:07"
"1.234";"-78.4";"2020-03-31 12:45:08";"17.72";"49";"0.45";"161";"0";"0";"1.02";"0";"10";"18.11";"35.1";"40.2";"123";"2020-03-31 12:45:08"
"1.234";"-78.4";"2020-03-31 13:00:08";"18";"52";"0.97";"152";"0";"0";"1.52";"0";"10";"18.11";"35.1";"40.2";"123";"2020-03-31 13:00:08"
"1.234";"-78.4";"2020-03-31 13:15:14";"18.56";"53";"1.01";"136";"1";"0";"1.52";"0";"10";"18.56";"35.1";"40.2";"123";"2020-03-31 13:15:14"
"1.234";"-78.4";"2020-03-31 13:30:08";"18.89";"49";"1.08";"182";"1";"0";"1.52";"0";"10";"18.94";"35.1";"40.2";"123";"2020-03-31 13:30:08"
"1.234";"-78.4";"2020-03-31 13:45:08";"19.39";"48";"0.97";"226";"6";"0";"1.52";"0";"10";"19.61";"35.1";"40.2";"123";"2020-03-31 13:45:08"
"1.234";"-78.4";"2020-03-31 14:00:08";"19.78";"49";"0.9";"207";"0";"0";"2.03";"0";"10";"19.83";"35.1";"40.2";"123";"2020-03-31 14:00:08"
"1.234";"-78.4";"2020-03-31 14:15:07";"19.72";"48";"0.54";"138";"0";"0";"2.03";"0";"10";"19.83";"35.1";"40.2";"123";"2020-03-31 14:15:07"
"1.234";"-78.4";"2020-03-31 14:30:08";"19.78";"48";"0.94";"193";"3";"0";"2.03";"0";"10";"19.89";"35.1";"40.2";"123";"2020-03-31 14:30:08"
"1.234";"-78.4";"2020-03-31 14:45:08";"19.22";"48";"0.2";"214";"0";"0";"2.03";"0";"10";"19.89";"35.1";"40.2";"123";"2020-03-31 14:45:08"
"1.234";"-78.4";"2020-03-31 15:00:07";"18.72";"47";"0.26";"166";"0";"0";"2.54";"2.54";"10";"19.89";"35.1";"40.2";"123";"2020-03-31 15:00:07"
"1.234";"-78.4";"2020-03-31 15:15:07";"19.61";"44";"0.71";"116";"0";"0";"2.54";"2.54";"10";"19.89";"35.1";"40.2";"123";"2020-03-31 15:15:07"
"1.234";"-78.4";"2020-03-31 15:30:07";"18.78";"44";"0.13";"84";"0";"0";"2.54";"2.54";"10";"19.89";"35.1";"40.2";"123";"2020-03-31 15:30:07"
"1.234";"-78.4";"2020-03-31 15:45:06";"18.06";"45";"0.09";"101";"2";"0";"2.54";"2.54";"10";"19.89";"35.1";"40.2";"123";"2020-03-31 15:45:06"
"1.234";"-78.4";"2020-03-31 16:00:13";"17.89";"47";"0.15";"100";"0";"0";"2.54";"2.54";"10";"19.89";"35.1";"40.2";"123";"2020-03-31 16:00:13"
"1.234";"-78.4";"2020-03-31 16:15:07";"17.78";"47";"0.08";"144";"0";"0";"2.54";"2.54";"10";"19.89";"35.1";"40.2";"123";"2020-03-31 16:15:07"
"1.234";"-78.4";"2020-03-31 16:30:07";"17.5";"49";"0.06";"144";"0";"0";"2.54";"2.54";"10";"19.89";"35.1";"40.2";"123";"2020-03-31 16:30:07"
"1.234";"-78.4";"2020-03-31 16:45:07";"17.28";"49";"0.04";"119";"4";"0";"2.54";"2.54";"10";"19.89";"35.1";"40.2";"123";"2020-03-31 16:45:07"
"1.234";"-78.4";"2020-03-31 17:00:07";"17";"49";"0.04";"92";"3";"0";"2.54";"2.54";"10";"19.89";"35.1";"40.2";"123";"2020-03-31 17:00:07"
"1.234";"-78.4";"2020-03-31 17:15:06";"16.61";"52";"0.03";"27";"0";"0";"2.54";"2.54";"10";"19.89";"35.1";"40.2";"123";"2020-03-31 17:15:06"
"1.234";"-78.4";"2020-03-31 17:30:08";"16.28";"53";"0";"0";"1";"0";"2.79";"0";"10";"19.89";"35.1";"40.2";"123";"2020-03-31 17:30:08"
"1.234";"-78.4";"2020-03-31 17:45:08";"15.56";"63";"0";"326";"0";"0";"2.79";"0";"10";"19.89";"35.1";"40.2";"123";"2020-03-31 17:45:08"
"1.234";"-78.4";"2020-03-31 18:00:08";"14.83";"67";"0";"326";"0";"0";"2.79";"0";"10";"19.89";"35.1";"40.2";"123";"2020-03-31 18:00:08"
"1.234";"-78.4";"2020-03-31 18:15:14";"14.22";"68";"0";"236";"0";"0";"2.79";"0";"10";"19.89";"35.1";"40.2";"123";"2020-03-31 18:15:14"
"1.234";"-78.4";"2020-03-31 18:30:08";"13.94";"69";"0";"288";"0";"0";"2.79";"0";"10";"19.89";"35.1";"40.2";"123";"2020-03-31 18:30:08"
"1.234";"-78.4";"2020-03-31 18:45:13";"13.72";"71";"0";"291";"0";"0";"2.79";"0";"10";"19.89";"35.1";"40.2";"123";"2020-03-31 18:45:13"
"1.234";"-78.4";"2020-03-31 19:00:08";"13.56";"72";"0";"292";"0";"0";"2.79";"0";"10";"19.89";"35.1";"40.2";"123";"2020-03-31 19:00:08"
"1.234";"-78.4";"2020-03-31 19:15:08";"13.44";"72";"0";"292";"0";"0";"2.79";"0";"10";"19.89";"35.1";"40.2";"123";"2020-03-31 19:15:08"
"1.234";"-78.4";"2020-03-31 19:30:08";"13.28";"73";"0";"292";"0";"0";"2.79";"0";"10";"19.89";"35.1";"40.2";"123";"2020-03-31 19:30:08"
"1.234";"-78.4";"2020-03-31 19:45:08";"13.11";"74";"0";"292";"0";"0";"2.79";"0";"10";"19.89";"35.1";"40.2";"123";"2020-03-31 19:45:08"
"1.234";"-78.4";"2020-03-31 20:00:08";"13.11";"74";"0";"292";"0";"0";"2.79";"0";"10";"19.89";"35.1";"40.2";"123";"2020-03-31 20:00:08"
"1.234";"-78.4";"2020-03-31 20:15:07";"12.94";"75";"0";"292";"0";"0";"2.79";"0";"10";"19.89";"35.1";"40.2";"123";"2020-03-31 20:15:07"
"1.234";"-78.4";"2020-03-31 20:30:13";"12.83";"76";"0";"292";"0";"0";"2.79";"0";"10";"19.89";"35.1";"40.2";"123";"2020-03-31 20:30:13"
"1.234";"-78.4";"2020-03-31 20:45:08";"12.83";"76";"0";"292";"0";"0";"2.79";"0";"10";"19.89";"35.1";"40.2";"123";"2020-03-31 20:45:08"
"1.234";"-78.4";"2020-03-31 21:00:08";"12.89";"77";"0";"292";"0";"0";"2.79";"0";"10";"19.89";"35.1";"40.2";"123";"2020-03-31 21:00:08"
"1.234";"-78.4";"2020-03-31 21:15:08";"12.89";"76";"0";"292";"0";"0";"2.79";"0";"10";"19.89";"35.1";"40.2";"123";"2020-03-31 21:15:08"
"1.234";"-78.4";"2020-03-31 21:30:06";"12.83";"78";"0";"292";"0";"0";"2.79";"0";"10";"19.89";"35.1";"40.2";"123";"2020-03-31 21:30:06"
"1.234";"-78.4";"2020-03-31 21:45:08";"12.5";"82";"0";"292";"0";"0";"2.79";"0";"10";"19.89";"35.1";"40.2";"123";"2020-03-31 21:45:08"
"1.234";"-78.4";"2020-03-31 22:00:08";"12.22";"84";"0";"292";"0";"0";"2.79";"0.25";"10";"19.89";"35.1";"40.2";"123";"2020-03-31 22:00:08"
"1.234";"-78.4";"2020-03-31 22:15:08";"11.94";"87";"0";"292";"0";"0";"2.79";"0.25";"10";"19.89";"35.1";"40.2";"123";"2020-03-31 22:15:08"
"1.234";"-78.4";"2020-03-31 22:30:08";"11.67";"91";"0";"292";"0";"0";"2.79";"0.51";"10";"19.89";"35.1";"40.2";"123";"2020-03-31 22:30:08"
"1.234";"-78.4";"2020-03-31 22:45:14";"11.39";"95";"0";"292";"0";"0";"2.79";"0.51";"10";"19.89";"35.1";"40.2";"123";"2020-03-31 22:45:14"
"1.234";"-78.4";"2020-03-31 23:00:08";"11.17";"96";"0";"292";"0";"0";"2.79";"0.76";"10";"19.89";"35.1";"40.2";"123";"2020-03-31 23:00:08"
"1.234";"-78.4";"2020-03-31 23:15:09";"10.83";"96";"0";"292";"0";"0";"2.79";"0.76";"10";"19.89";"35.1";"40.2";"123";"2020-03-31 23:15:09"
"1.234";"-78.4";"2020-03-31 23:30:07";"10.78";"98";"0";"292";"0";"0";"2.79";"0.76";"10";"19.89";"35.1";"40.2";"123";"2020-03-31 23:30:07"
"1.234";"-78.4";"2020-03-31 23:45:08";"10.83";"98";"0";"292";"0";"0";"2.79";"0.76";"10";"19.89";"35.1";"40.2";"123";"2020-03-31 23:45:08"
"1.234";"-78.4";"2020-04-01 00:00:14";"10.72";"99";"0";"292";"0";"0";"0";"0";"10.72";"10.72";"35.1";"40.2";"123";"2020-04-01 00:00:14"
"1.234";"-78.4";"2020-04-01 00:15:14";"10.67";"99";"0";"292";"0";"0";"0";"0";"10.61";"10.72";"35.1";"40.2";"123";"2020-04-01 00:15:14"
"1.234";"-78.4";"2020-04-01 00:30:07";"10.44";"99";"0";"292";"0";"0";"0";"0";"10.44";"10.83";"35.1";"40.2";"123";"2020-04-01 00:30:07"
"1.234";"-78.4";"2020-04-01 00:45:08";"10.39";"99";"0";"292";"0";"0";"0";"0";"10.28";"10.83";"35.1";"40.2";"123";"2020-04-01 00:45:08"
"1.234";"-78.4";"2020-04-01 01:00:08";"9.94";"100";"0";"292";"0";"0";"0";"0";"9.89";"10.83";"35.1";"40.2";"123";"2020-04-01 01:00:08"
"1.234";"-78.4";"2020-04-01 01:15:07";"10.22";"100";"0";"292";"0";"0";"0";"0";"9.89";"10.83";"35.1";"40.2";"123";"2020-04-01 01:15:07"
"1.234";"-78.4";"2020-04-01 01:30:07";"10.22";"100";"0";"292";"0";"0";"0";"0";"9.89";"10.83";"35.1";"40.2";"123";"2020-04-01 01:30:07"
"1.234";"-78.4";"2020-04-01 01:45:08";"10.28";"100";"0";"292";"0";"0";"0";"0";"9.89";"10.83";"35.1";"40.2";"123";"2020-04-01 01:45:08"
"1.234";"-78.4";"2020-04-01 02:00:08";"10.28";"100";"0";"292";"0";"0";"0";"0";"9.89";"10.83";"35.1";"40.2";"123";"2020-04-01 02:00:08"
"1.234";"-78.4";"2020-04-01 02:15:13";"10.39";"100";"0";"292";"0";"0";"0";"0";"9.89";"10.83";"35.1";"40.2";"123";"2020-04-01 02:15:13"
"1.234";"-78.4";"2020-04-01 02:30:08";"10.17";"100";"0";"292";"0";"0";"0";"0";"9.89";"10.83";"35.1";"40.2";"123";"2020-04-01 02:30:08"
"1.234";"-78.4";"2020-04-01 02:45:08";"9.89";"100";"0";"292";"0";"0";"0";"0";"9.89";"10.83";"35.1";"40.2";"123";"2020-04-01 02:45:08"
"1.234";"-78.4";"2020-04-01 03:00:08";"10";"100";"0";"292";"0";"0";"0";"0";"9.78";"10.83";"35.1";"40.2";"123";"2020-04-01 03:00:08"
"1.234";"-78.4";"2020-04-01 03:15:08";"10.06";"100";"0";"292";"0";"0";"0";"0";"9.78";"10.83";"35.1";"40.2";"123";"2020-04-01 03:15:08"
"1.234";"-78.4";"2020-04-01 03:30:07";"10";"100";"0";"292";"0";"0";"0";"0";"9.78";"10.83";"35.1";"40.2";"123";"2020-04-01 03:30:07"
"1.234";"-78.4";"2020-04-01 03:45:08";"9.89";"100";"0";"292";"0";"0";"0";"0";"9.78";"10.83";"35.1";"40.2";"123";"2020-04-01 03:45:08"
"1.234";"-78.4";"2020-04-01 04:00:08";"10.06";"100";"0";"292";"0";"0";"0";"0";"9.78";"10.83";"35.1";"40.2";"123";"2020-04-01 04:00:08"
"1.234";"-78.4";"2020-04-01 04:15:07";"9.72";"100";"0";"292";"0";"0";"0";"0";"9.72";"10.83";"35.1";"40.2";"123";"2020-04-01 04:15:07"
"1.234";"-78.4";"2020-04-01 04:30:13";"9.67";"100";"0";"292";"0";"0";"0";"0";"9.67";"10.83";"35.1";"40.2";"123";"2020-04-01 04:30:13"
"1.234";"-78.4";"2020-04-01 04:45:08";"9.56";"100";"0";"292";"0";"0";"0";"0";"9.56";"10.83";"35.1";"40.2";"123";"2020-04-01 04:45:08"
"1.234";"-78.4";"2020-04-01 05:00:08";"9.5";"100";"0";"292";"0";"0";"0";"0";"9.44";"10.83";"35.1";"40.2";"123";"2020-04-01 05:00:08"
"1.234";"-78.4";"2020-04-01 05:15:08";"9.11";"100";"0";"292";"0";"0";"0";"0";"9.11";"10.83";"35.1";"40.2";"123";"2020-04-01 05:15:08"
"1.234";"-78.4";"2020-04-01 05:30:14";"9.33";"100";"0";"292";"0";"0";"0";"0";"9.11";"10.83";"35.1";"40.2";"123";"2020-04-01 05:30:14"
"1.234";"-78.4";"2020-04-01 05:45:07";"9.44";"100";"0";"292";"0";"0";"0";"0";"9.11";"10.83";"35.1";"40.2";"123";"2020-04-01 05:45:07"
"1.234";"-78.4";"2020-04-01 06:00:08";"9.78";"100";"0";"292";"0";"0";"0";"0";"9.11";"10.83";"35.1";"40.2";"123";"2020-04-01 06:00:08"
"1.234";"-78.4";"2020-04-01 06:15:08";"9.78";"100";"0.03";"292";"0";"0";"0";"0";"9.11";"10.83";"35.1";"40.2";"123";"2020-04-01 06:15:08"
"1.234";"-78.4";"2020-04-01 06:30:08";"10.06";"100";"0.05";"292";"0";"0";"0";"0";"9.11";"10.83";"35.1";"40.2";"123";"2020-04-01 06:30:08"
"1.234";"-78.4";"2020-04-01 06:45:08";"10.28";"100";"0.07";"292";"0";"0";"0";"0";"9.11";"10.83";"35.1";"40.2";"123";"2020-04-01 06:45:08"
"1.234";"-78.4";"2020-04-01 07:00:08";"10.67";"100";"0.1";"292";"0";"0";"0";"0";"9.11";"10.83";"35.1";"40.2";"123";"2020-04-01 07:00:08"
"1.234";"-78.4";"2020-04-01 07:15:07";"11.06";"100";"0.15";"292";"0";"0";"0";"0";"9.11";"11.06";"35.1";"40.2";"123";"2020-04-01 07:15:07"
"1.234";"-78.4";"2020-04-01 07:30:07";"11.44";"100";"0.11";"292";"0";"0";"0";"0";"9.11";"11.44";"35.1";"40.2";"123";"2020-04-01 07:30:07"
"1.234";"-78.4";"2020-04-01 07:45:14";"11.94";"100";"0.11";"292";"0";"0";"0";"0";"9.11";"11.94";"35.1";"40.2";"123";"2020-04-01 07:45:14"
"1.234";"-78.4";"2020-04-01 08:00:08";"12.39";"100";"0.18";"292";"0";"0";"0";"0";"9.11";"12.44";"35.1";"40.2";"123";"2020-04-01 08:00:08"
"1.234";"-78.4";"2020-04-01 08:15:08";"13.61";"97";"0.56";"292";"0";"0";"0";"0";"9.11";"13.61";"35.1";"40.2";"123";"2020-04-01 08:15:08"
"1.234";"-78.4";"2020-04-01 08:30:08";"13.83";"86";"0.26";"292";"0";"0";"0";"0";"9.11";"13.83";"35.1";"40.2";"123";"2020-04-01 08:30:08"
"1.234";"-78.4";"2020-04-01 08:45:08";"14.22";"81";"0.28";"292";"0";"0";"0";"0";"9.11";"14.33";"35.1";"40.2";"123";"2020-04-01 08:45:08"
"1.234";"-78.4";"2020-04-01 09:00:13";"14.83";"77";"0.74";"292";"0";"0";"0.25";"0";"9.11";"14.83";"35.1";"40.2";"123";"2020-04-01 09:00:13"
"1.234";"-78.4";"2020-04-01 09:15:08";"15.56";"73";"0.17";"292";"0";"0";"0.25";"0";"9.11";"15.56";"35.1";"40.2";"123";"2020-04-01 09:15:08"
"1.234";"-78.4";"2020-04-01 09:30:08";"15.06";"70";"0.23";"292";"0";"0";"0.25";"0";"9.11";"15.56";"35.1";"40.2";"123";"2020-04-01 09:30:08"
"1.234";"-78.4";"2020-04-01 09:45:08";"15.22";"67";"0.97";"292";"0";"0";"0.25";"0";"9.11";"15.56";"35.1";"40.2";"123";"2020-04-01 09:45:08"
"1.234";"-78.4";"2020-04-01 10:00:08";"15.89";"65";"0.43";"292";"0";"0";"0.25";"0";"9.11";"15.94";"35.1";"40.2";"123";"2020-04-01 10:00:08"
"1.234";"-78.4";"2020-04-01 10:15:07";"16.94";"63";"0.5";"181";"2";"0";"0.25";"0";"9.11";"17";"35.1";"40.2";"123";"2020-04-01 10:15:07"
"1.234";"-78.4";"2020-04-01 10:30:07";"17.06";"61";"0.33";"144";"0";"0";"0.51";"0";"9.11";"17.06";"35.1";"40.2";"123";"2020-04-01 10:30:07"
"1.234";"-78.4";"2020-04-01 10:45:09";"17.61";"58";"0.68";"144";"1";"0";"0.51";"0";"9.11";"17.61";"35.1";"40.2";"123";"2020-04-01 10:45:09"
"1.234";"-78.4";"2020-04-01 11:00:08";"17.5";"55";"0.57";"217";"0";"0";"0.51";"0";"9.11";"17.72";"35.1";"40.2";"123";"2020-04-01 11:00:08"
"1.234";"-78.4";"2020-04-01 11:15:08";"18.39";"53";"0.49";"217";"0";"0";"0.51";"0";"9.11";"18.44";"35.1";"40.2";"123";"2020-04-01 11:15:08"
"1.234";"-78.4";"2020-04-01 11:30:07";"18.28";"50";"0.55";"221";"0";"0";"0.76";"0";"9.11";"18.44";"35.1";"40.2";"123";"2020-04-01 11:30:07"
"1.234";"-78.4";"2020-04-01 11:45:08";"18.39";"52";"0.56";"213";"4";"0";"0.76";"0";"9.11";"18.5";"35.1";"40.2";"123";"2020-04-01 11:45:08"
"1.234";"-78.4";"2020-04-01 12:00:08";"18.61";"50";"0.84";"206";"1";"0";"0.76";"0";"9.11";"18.61";"35.1";"40.2";"123";"2020-04-01 12:00:08"
"1.234";"-78.4";"2020-04-01 12:15:08";"19.56";"49";"0.73";"327";"0";"0";"0.76";"0";"9.11";"19.61";"35.1";"40.2";"123";"2020-04-01 12:15:08"
"1.234";"-78.4";"2020-04-01 12:30:09";"19.89";"46";"0.74";"335";"0";"0";"1.27";"0";"9.11";"19.94";"35.1";"40.2";"123";"2020-04-01 12:30:09"
"1.234";"-78.4";"2020-04-01 12:45:08";"20.56";"46";"0.81";"302";"0";"0";"1.27";"0";"9.11";"20.56";"35.1";"40.2";"123";"2020-04-01 12:45:08"
"1.234";"-78.4";"2020-04-01 13:00:08";"20.61";"44";"0.77";"277";"0";"0";"1.78";"0";"9.11";"20.72";"35.1";"40.2";"123";"2020-04-01 13:00:08"
"1.234";"-78.4";"2020-04-01 13:15:07";"20.83";"42";"0.61";"271";"0";"0";"1.78";"0";"9.11";"20.83";"35.1";"40.2";"123";"2020-04-01 13:15:07"
"1.234";"-78.4";"2020-04-01 13:30:14";"20.61";"47";"0.62";"271";"0";"0";"1.78";"0";"9.11";"20.83";"35.1";"40.2";"123";"2020-04-01 13:30:14"
"1.234";"-78.4";"2020-04-01 13:45:08";"19.61";"45";"0.4";"162";"6";"0";"1.78";"0";"9.11";"20.83";"35.1";"40.2";"123";"2020-04-01 13:45:08"
"1.234";"-78.4";"2020-04-01 14:00:25";"19.61";"47";"0.3";"169";"0";"0";"2.03";"0";"9.11";"20.83";"35.1";"40.2";"123";"2020-04-01 14:00:25"
"1.234";"-78.4";"2020-04-01 14:15:09";"18.56";"48";"0.13";"213";"2";"0";"2.03";"0";"9.11";"20.83";"35.1";"40.2";"123";"2020-04-01 14:15:09"
"1.234";"-78.4";"2020-04-01 14:30:08";"18.22";"54";"0.06";"226";"3";"0";"2.03";"0";"9.11";"20.83";"35.1";"40.2";"123";"2020-04-01 14:30:08"
"1.234";"-78.4";"2020-04-01 15:15:08";"12.17";"81";"0";"334";"0";"0";"2.03";"12.19";"9.11";"20.83";"35.1";"40.2";"123";"2020-04-01 15:15:08"
"1.234";"-78.4";"2020-04-01 15:34:21";"11.44";"86";"0";"248";"1";"5.33";"2.03";"14.22";"9.11";"20.83";"35.1";"40.2";"123";"2020-04-01 15:34:21"
"1.234";"-78.4";"2020-04-01 15:45:08";"11.28";"88";"0";"220";"0";"7.37";"2.03";"18.29";"9.11";"20.83";"35.1";"40.2";"123";"2020-04-01 15:45:08"
"1.234";"-78.4";"2020-04-01 16:00:07";"10.89";"93";"0.07";"13";"0";"0.51";"2.03";"20.83";"9.11";"20.83";"35.1";"40.2";"123";"2020-04-01 16:00:07"
"1.234";"-78.4";"2020-04-01 16:15:08";"11";"93";"0.05";"197";"0";"0";"2.03";"21.08";"9.11";"20.83";"35.1";"40.2";"123";"2020-04-01 16:15:08"
"1.234";"-78.4";"2020-04-01 16:30:08";"11";"96";"0.04";"196";"0";"0";"2.29";"21.08";"9.11";"20.83";"35.1";"40.2";"123";"2020-04-01 16:30:08"
"1.234";"-78.4";"2020-04-01 16:47:14";"11.28";"97";"0.03";"196";"0";"0";"2.29";"21.08";"9.11";"20.83";"35.1";"40.2";"123";"2020-04-01 16:47:14"
"1.234";"-78.4";"2020-04-01 17:00:08";"11.44";"97";"0";"164";"0";"0";"2.29";"21.08";"9.11";"20.83";"35.1";"40.2";"123";"2020-04-01 17:00:08"
"1.234";"-78.4";"2020-04-01 17:15:08";"11.5";"92";"0";"128";"2";"0";"2.29";"21.08";"9.11";"20.83";"35.1";"40.2";"123";"2020-04-01 17:15:08"
"1.234";"-78.4";"2020-04-01 17:30:08";"11.33";"89";"0";"88";"2";"0";"2.29";"21.08";"9.11";"20.83";"35.1";"40.2";"123";"2020-04-01 17:30:08"
"1.234";"-78.4";"2020-04-01 17:45:07";"11.39";"89";"0";"90";"0";"0";"2.29";"21.08";"9.11";"20.83";"35.1";"40.2";"123";"2020-04-01 17:45:07"
"1.234";"-78.4";"2020-04-01 18:00:08";"11.44";"90";"0";"143";"0";"0";"2.29";"21.08";"9.11";"20.83";"35.1";"40.2";"123";"2020-04-01 18:00:08"
"1.234";"-78.4";"2020-04-01 18:15:08";"11.39";"91";"0";"143";"0";"0";"2.29";"21.08";"9.11";"20.83";"35.1";"40.2";"123";"2020-04-01 18:15:08"
"1.234";"-78.4";"2020-04-01 18:30:13";"11.11";"95";"0";"143";"0";"0";"2.29";"21.08";"9.11";"20.83";"35.1";"40.2";"123";"2020-04-01 18:30:13"
"1.234";"-78.4";"2020-04-01 18:45:14";"10.94";"97";"0";"143";"0";"0";"2.29";"21.34";"9.11";"20.83";"35.1";"40.2";"123";"2020-04-01 18:45:14"
