"Latitude";"Longitude";"Date Time (YYYY-MM-DD hh:mm:ss)";"Temperature (°C)";"RH (%)";"Radiation (kW/m^2)";"Wind D (°)";"Wind S (km/h)";"Rain (mm)";"ET daily (ET)";"Rain daily (mm)";"Temperature Min (°C)";"Temperature Max (°C)";"Soil moisture_1 (%)";"Soil moisture_2 (%)";"Root depth (%)";"Seedtime (YYYY-MM-DD hh:mm:ss)"
"1.234";"-78.4";"2020-04-01 19:00:08";"10.83";"97";"0";"143";"0";"0";"2.29";"21.34";"9.11";"20.83";"35.1";"40.2";"123";"2020-04-01 19:00:08"
"1.234";"-78.4";"2020-04-01 19:15:07";"11";"99";"0";"143";"0";"0";"2.29";"21.59";"9.11";"20.83";"35.1";"40.2";"123";"2020-04-01 19:15:07"
"1.234";"-78.4";"2020-04-01 19:30:13";"10.94";"99";"0";"143";"0";"0";"2.29";"21.84";"9.11";"20.83";"35.1";"40.2";"123";"2020-04-01 19:30:13"
"1.234";"-78.4";"2020-04-01 19:45:08";"10.94";"100";"0";"143";"0";"0";"2.29";"22.1";"9.11";"20.83";"35.1";"40.2";"123";"2020-04-01 19:45:08"
"1.234";"-78.4";"2020-04-01 20:00:08";"10.94";"100";"0";"143";"0";"0.25";"2.29";"22.86";"9.11";"20.83";"35.1";"40.2";"123";"2020-04-01 20:00:08"
"1.234";"-78.4";"2020-04-01 20:15:08";"10.94";"100";"0";"143";"0";"0";"2.29";"23.11";"9.11";"20.83";"35.1";"40.2";"123";"2020-04-01 20:15:08"
"1.234";"-78.4";"2020-04-01 20:30:08";"11";"100";"0";"143";"0";"0";"2.29";"23.37";"9.11";"20.83";"35.1";"40.2";"123";"2020-04-01 20:30:08"
"1.234";"-78.4";"2020-04-01 20:45:14";"11";"100";"0";"143";"0";"0";"2.29";"23.37";"9.11";"20.83";"35.1";"40.2";"123";"2020-04-01 20:45:14"
"1.234";"-78.4";"2020-04-01 21:00:07";"11";"100";"0";"143";"0";"0.25";"2.29";"23.88";"9.11";"20.83";"35.1";"40.2";"123";"2020-04-01 21:00:07"
"1.234";"-78.4";"2020-04-01 21:15:08";"11.06";"100";"0";"143";"0";"0.25";"2.29";"24.13";"9.11";"20.83";"35.1";"40.2";"123";"2020-04-01 21:15:08"
"1.234";"-78.4";"2020-04-01 21:30:08";"11.11";"100";"0";"143";"0";"0";"2.29";"24.13";"9.11";"20.83";"35.1";"40.2";"123";"2020-04-01 21:30:08"
"1.234";"-78.4";"2020-04-01 21:45:08";"11.17";"100";"0";"143";"0";"0";"2.29";"24.13";"9.11";"20.83";"35.1";"40.2";"123";"2020-04-01 21:45:08"
"1.234";"-78.4";"2020-04-01 22:00:08";"11.17";"100";"0";"143";"0";"0";"2.29";"24.13";"9.11";"20.83";"35.1";"40.2";"123";"2020-04-01 22:00:08"
"1.234";"-78.4";"2020-04-01 22:22:36";"11.17";"100";"0";"143";"0";"0";"2.29";"24.13";"9.11";"20.83";"35.1";"40.2";"123";"2020-04-01 22:22:36"
"1.234";"-78.4";"2020-04-01 22:30:26";"11.17";"100";"0";"143";"0";"0";"2.29";"24.13";"9.11";"20.83";"35.1";"40.2";"123";"2020-04-01 22:30:26"
"1.234";"-78.4";"2020-04-01 22:47:15";"11.17";"100";"0";"143";"0";"0";"2.29";"24.38";"9.11";"20.83";"35.1";"40.2";"123";"2020-04-01 22:47:15"
"1.234";"-78.4";"2020-04-01 23:07:36";"11.17";"100";"0";"143";"0";"0";"2.29";"24.38";"9.11";"20.83";"35.1";"40.2";"123";"2020-04-01 23:07:36"
"1.234";"-78.4";"2020-04-01 23:17:13";"11.17";"100";"0";"143";"0";"0";"2.29";"24.38";"9.11";"20.83";"35.1";"40.2";"123";"2020-04-01 23:17:13"
"1.234";"-78.4";"2020-04-01 23:30:08";"11.06";"100";"0";"143";"0";"0";"2.29";"24.38";"9.11";"20.83";"35.1";"40.2";"123";"2020-04-01 23:30:08"
"1.234";"-78.4";"2020-04-01 23:45:14";"11.28";"100";"0";"143";"0";"0";"2.29";"24.38";"9.11";"20.83";"35.1";"40.2";"123";"2020-04-01 23:45:14"
"1.234";"-78.4";"2020-04-02 00:00:14";"11.06";"100";"0";"143";"0";"0";"0";"0";"11.06";"11.06";"35.1";"40.2";"123";"2020-04-02 00:00:14"
"1.234";"-78.4";"2020-04-02 00:15:07";"11.11";"100";"0";"143";"0";"0";"0";"0";"11";"11.17";"35.1";"40.2";"123";"2020-04-02 00:15:07"
"1.234";"-78.4";"2020-04-02 00:31:11";"11.28";"100";"0";"143";"0";"0";"0";"0";"11";"11.28";"35.1";"40.2";"123";"2020-04-02 00:31:11"
"1.234";"-78.4";"2020-04-02 00:45:08";"10.94";"100";"0";"143";"0";"0";"0";"0";"10.94";"11.28";"35.1";"40.2";"123";"2020-04-02 00:45:08"
"1.234";"-78.4";"2020-04-02 01:05:31";"11.28";"100";"0";"143";"0";"0";"0";"0";"10.94";"11.28";"35.1";"40.2";"123";"2020-04-02 01:05:31"
"1.234";"-78.4";"2020-04-02 01:15:07";"11.39";"100";"0";"143";"0";"0";"0";"0";"10.94";"11.44";"35.1";"40.2";"123";"2020-04-02 01:15:07"
"1.234";"-78.4";"2020-04-02 01:30:07";"11.39";"100";"0";"143";"0";"0";"0";"0";"10.94";"11.44";"35.1";"40.2";"123";"2020-04-02 01:30:07"
"1.234";"-78.4";"2020-04-02 01:45:08";"11.39";"100";"0";"143";"0";"0";"0";"0";"10.94";"11.44";"35.1";"40.2";"123";"2020-04-02 01:45:08"
"1.234";"-78.4";"2020-04-02 02:00:08";"11.39";"100";"0";"143";"0";"0";"0";"0";"10.94";"11.44";"35.1";"40.2";"123";"2020-04-02 02:00:08"
"1.234";"-78.4";"2020-04-02 02:15:08";"11.44";"100";"0";"143";"0";"0";"0";"0";"10.94";"11.44";"35.1";"40.2";"123";"2020-04-02 02:15:08"
"1.234";"-78.4";"2020-04-02 02:30:08";"11.44";"100";"0";"143";"0";"0";"0";"0";"10.94";"11.44";"35.1";"40.2";"123";"2020-04-02 02:30:08"
"1.234";"-78.4";"2020-04-02 02:45:13";"11.5";"100";"0";"143";"0";"0";"0";"0";"10.94";"11.56";"35.1";"40.2";"123";"2020-04-02 02:45:13"
"1.234";"-78.4";"2020-04-02 03:00:08";"11.5";"100";"0";"143";"0";"0";"0";"0";"10.94";"11.56";"35.1";"40.2";"123";"2020-04-02 03:00:08"
"1.234";"-78.4";"2020-04-02 03:15:14";"11.5";"100";"0";"143";"0";"0";"0";"0";"10.94";"11.56";"35.1";"40.2";"123";"2020-04-02 03:15:14"
"1.234";"-78.4";"2020-04-02 03:30:08";"11.56";"100";"0";"143";"0";"0";"0";"0";"10.94";"11.56";"35.1";"40.2";"123";"2020-04-02 03:30:08"
"1.234";"-78.4";"2020-04-02 03:45:07";"11.39";"100";"0";"143";"0";"0";"0";"0";"10.94";"11.56";"35.1";"40.2";"123";"2020-04-02 03:45:07"
"1.234";"-78.4";"2020-04-02 04:00:08";"11.33";"100";"0";"143";"0";"0";"0";"0";"10.94";"11.56";"35.1";"40.2";"123";"2020-04-02 04:00:08"
"1.234";"-78.4";"2020-04-02 04:15:08";"11.11";"100";"0";"143";"0";"0";"0";"0";"10.94";"11.56";"35.1";"40.2";"123";"2020-04-02 04:15:08"
"1.234";"-78.4";"2020-04-02 04:30:08";"10.89";"100";"0";"143";"0";"0";"0";"0";"10.83";"11.56";"35.1";"40.2";"123";"2020-04-02 04:30:08"
"1.234";"-78.4";"2020-04-02 10:22:58";"16.33";"63";"0.73";"229";"0";"0";"0.51";"0";"12.67";"16.5";"35.1";"40.2";"123";"2020-04-02 10:22:58"
"1.234";"-78.4";"2020-04-02 10:30:08";"16.28";"61";"1.03";"229";"0";"0";"0.51";"0";"12.67";"16.5";"35.1";"40.2";"123";"2020-04-02 10:30:08"
"1.234";"-78.4";"2020-04-02 10:45:08";"16.94";"61";"0.19";"186";"0";"0";"0.51";"0";"12.67";"17";"35.1";"40.2";"123";"2020-04-02 10:45:08"
"1.234";"-78.4";"2020-04-02 11:00:07";"17.44";"58";"0.31";"255";"0";"0";"0.51";"0";"12.67";"17.44";"35.1";"40.2";"123";"2020-04-02 11:00:07"
"1.234";"-78.4";"2020-04-02 11:15:08";"17.33";"57";"0.45";"200";"0";"0";"0.51";"0";"12.67";"17.44";"35.1";"40.2";"123";"2020-04-02 11:15:08"
"1.234";"-78.4";"2020-04-02 11:30:08";"18.44";"53";"0.91";"201";"0";"0";"0.76";"0";"12.67";"18.5";"35.1";"40.2";"123";"2020-04-02 11:30:08"
"1.234";"-78.4";"2020-04-02 11:45:07";"18.11";"52";"0.33";"212";"0";"0";"0.76";"0";"12.67";"18.5";"35.1";"40.2";"123";"2020-04-02 11:45:07"
"1.234";"-78.4";"2020-04-02 12:00:08";"18.39";"55";"0.43";"203";"0";"0";"0.76";"0";"12.67";"18.5";"35.1";"40.2";"123";"2020-04-02 12:00:08"
"1.234";"-78.4";"2020-04-02 12:15:08";"18.56";"51";"0.3";"23";"0";"0";"0.76";"0";"12.67";"18.61";"35.1";"40.2";"123";"2020-04-02 12:15:08"
"1.234";"-78.4";"2020-04-02 12:30:08";"18.11";"51";"0.36";"53";"0";"0";"1.02";"0";"12.67";"18.61";"35.1";"40.2";"123";"2020-04-02 12:30:08"
"1.234";"-78.4";"2020-04-02 12:45:07";"18.11";"49";"0.28";"53";"0";"0";"1.02";"0";"12.67";"18.61";"35.1";"40.2";"123";"2020-04-02 12:45:07"
"1.234";"-78.4";"2020-04-02 13:00:08";"18";"50";"0.28";"157";"0";"0";"1.02";"0";"12.67";"18.61";"35.1";"40.2";"123";"2020-04-02 13:00:08"
"1.234";"-78.4";"2020-04-02 13:15:08";"18.28";"51";"0.3";"154";"0";"0";"1.02";"0";"12.67";"18.61";"35.1";"40.2";"123";"2020-04-02 13:15:08"
"1.234";"-78.4";"2020-04-02 13:30:07";"18.22";"49";"0.27";"154";"0";"0";"1.27";"0";"12.67";"18.61";"35.1";"40.2";"123";"2020-04-02 13:30:07"
"1.234";"-78.4";"2020-04-02 13:45:08";"18.28";"52";"0.18";"154";"0";"0";"1.27";"0";"12.67";"18.61";"35.1";"40.2";"123";"2020-04-02 13:45:08"
"1.234";"-78.4";"2020-04-02 14:00:08";"17.83";"54";"0.17";"272";"0";"0";"1.27";"0";"12.67";"18.61";"35.1";"40.2";"123";"2020-04-02 14:00:08"
"1.234";"-78.4";"2020-04-02 14:15:07";"17.44";"56";"0.17";"270";"0";"0";"1.27";"0";"12.67";"18.61";"35.1";"40.2";"123";"2020-04-02 14:15:07"
"1.234";"-78.4";"2020-04-02 14:30:08";"17.22";"56";"0.18";"251";"0";"0";"1.27";"0";"12.67";"18.61";"35.1";"40.2";"123";"2020-04-02 14:30:08"
"1.234";"-78.4";"2020-04-02 14:45:07";"17.33";"53";"0.45";"251";"0";"0";"1.52";"0";"12.67";"18.61";"35.1";"40.2";"123";"2020-04-02 14:45:07"
"1.234";"-78.4";"2020-04-02 15:00:08";"18.33";"52";"0.67";"251";"0";"0";"1.52";"0";"12.67";"18.61";"35.1";"40.2";"123";"2020-04-02 15:00:08"
"1.234";"-78.4";"2020-04-02 15:15:08";"19.11";"48";"0.63";"251";"0";"0";"1.52";"0";"12.67";"19.11";"35.1";"40.2";"123";"2020-04-02 15:15:08"
"1.234";"-78.4";"2020-04-02 15:30:08";"18.89";"49";"0.5";"285";"0";"0";"1.52";"0";"12.67";"19.11";"35.1";"40.2";"123";"2020-04-02 15:30:08"
"1.234";"-78.4";"2020-04-02 15:45:07";"19.17";"47";"0.28";"317";"0";"0";"1.78";"0";"12.67";"19.22";"35.1";"40.2";"123";"2020-04-02 15:45:07"
"1.234";"-78.4";"2020-04-02 16:00:08";"19.17";"46";"0.17";"317";"0";"0";"1.78";"0";"12.67";"19.28";"35.1";"40.2";"123";"2020-04-02 16:00:08"
"1.234";"-78.4";"2020-04-02 16:15:08";"18.78";"55";"0.44";"225";"4";"0";"1.78";"0";"12.67";"19.28";"35.1";"40.2";"123";"2020-04-02 16:15:08"
"1.234";"-78.4";"2020-04-02 16:30:08";"17.44";"59";"0.09";"259";"3";"0";"1.78";"0";"12.67";"19.28";"35.1";"40.2";"123";"2020-04-02 16:30:08"
"1.234";"-78.4";"2020-04-02 16:45:07";"16.44";"63";"0.14";"249";"5";"0";"2.03";"0";"12.67";"19.28";"35.1";"40.2";"123";"2020-04-02 16:45:07"
"1.234";"-78.4";"2020-04-02 17:00:07";"16.28";"65";"0.26";"264";"0";"0";"2.03";"0";"12.67";"19.28";"35.1";"40.2";"123";"2020-04-02 17:00:07"
"1.234";"-78.4";"2020-04-02 17:15:08";"15.94";"63";"0.2";"246";"0";"0";"2.03";"0";"12.67";"19.28";"35.1";"40.2";"123";"2020-04-02 17:15:08"
"1.234";"-78.4";"2020-04-02 17:30:08";"15";"66";"0.04";"272";"0";"0";"2.03";"0";"12.67";"19.28";"35.1";"40.2";"123";"2020-04-02 17:30:08"
"1.234";"-78.4";"2020-04-02 17:45:07";"14.22";"70";"0";"267";"0";"0";"2.03";"0";"12.67";"19.28";"35.1";"40.2";"123";"2020-04-02 17:45:07"
"1.234";"-78.4";"2020-04-02 18:00:08";"13.83";"70";"0";"247";"4";"0";"2.03";"0";"12.67";"19.28";"35.1";"40.2";"123";"2020-04-02 18:00:08"
"1.234";"-78.4";"2020-04-02 18:15:08";"13.67";"73";"0";"247";"0";"0";"2.03";"0";"12.67";"19.28";"35.1";"40.2";"123";"2020-04-02 18:15:08"
"1.234";"-78.4";"2020-04-02 18:30:08";"13.22";"75";"0";"231";"0";"0";"2.03";"0";"12.67";"19.28";"35.1";"40.2";"123";"2020-04-02 18:30:08"
"1.234";"-78.4";"2020-04-02 18:45:08";"13";"76";"0";"285";"0";"0";"2.03";"0";"12.67";"19.28";"35.1";"40.2";"123";"2020-04-02 18:45:08"
"1.234";"-78.4";"2020-04-02 19:00:07";"12.83";"76";"0";"278";"0";"0";"2.03";"0";"12.67";"19.28";"35.1";"40.2";"123";"2020-04-02 19:00:07"
"1.234";"-78.4";"2020-04-02 19:15:07";"12.61";"78";"0";"279";"0";"0";"2.03";"0";"12.61";"19.28";"35.1";"40.2";"123";"2020-04-02 19:15:07"
"1.234";"-78.4";"2020-04-02 19:30:08";"12.39";"79";"0";"279";"0";"0";"2.03";"0";"12.39";"19.28";"35.1";"40.2";"123";"2020-04-02 19:30:08"
"1.234";"-78.4";"2020-04-02 19:45:08";"12.22";"80";"0";"279";"0";"0";"2.03";"0";"12.17";"19.28";"35.1";"40.2";"123";"2020-04-02 19:45:08"
"1.234";"-78.4";"2020-04-02 20:00:07";"12.06";"81";"0";"279";"0";"0";"2.03";"0";"12.06";"19.28";"35.1";"40.2";"123";"2020-04-02 20:00:07"
"1.234";"-78.4";"2020-04-02 20:15:08";"12.11";"81";"0";"279";"0";"0";"2.03";"0";"12";"19.28";"35.1";"40.2";"123";"2020-04-02 20:15:08"
"1.234";"-78.4";"2020-04-02 20:30:08";"12.06";"80";"0";"279";"0";"0";"2.03";"0";"11.94";"19.28";"35.1";"40.2";"123";"2020-04-02 20:30:08"
"1.234";"-78.4";"2020-04-02 20:45:08";"11.89";"81";"0";"279";"0";"0";"2.03";"0";"11.89";"19.28";"35.1";"40.2";"123";"2020-04-02 20:45:08"
"1.234";"-78.4";"2020-04-02 21:00:07";"11.94";"82";"0";"279";"0";"0";"2.03";"0";"11.89";"19.28";"35.1";"40.2";"123";"2020-04-02 21:00:07"
"1.234";"-78.4";"2020-04-02 21:15:08";"11.83";"82";"0";"279";"0";"0";"2.03";"0";"11.78";"19.28";"35.1";"40.2";"123";"2020-04-02 21:15:08"
"1.234";"-78.4";"2020-04-02 21:30:08";"11.72";"83";"0";"279";"0";"0";"2.03";"0";"11.72";"19.28";"35.1";"40.2";"123";"2020-04-02 21:30:08"
"1.234";"-78.4";"2020-04-02 21:45:08";"11.44";"84";"0";"279";"0";"0";"2.03";"0";"11.44";"19.28";"35.1";"40.2";"123";"2020-04-02 21:45:08"
"1.234";"-78.4";"2020-04-02 22:10:28";"11.06";"86";"0";"279";"0";"0";"2.03";"0";"11.06";"19.28";"35.1";"40.2";"123";"2020-04-02 22:10:28"
"1.234";"-78.4";"2020-04-02 22:15:08";"11";"87";"0";"279";"0";"0";"2.03";"0";"11";"19.28";"35.1";"40.2";"123";"2020-04-02 22:15:08"
"1.234";"-78.4";"2020-04-02 22:30:08";"10.94";"89";"0";"279";"0";"0";"2.03";"0";"10.94";"19.28";"35.1";"40.2";"123";"2020-04-02 22:30:08"
"1.234";"-78.4";"2020-04-02 22:45:07";"10.83";"89";"0";"279";"0";"0";"2.03";"0";"10.83";"19.28";"35.1";"40.2";"123";"2020-04-02 22:45:07"
"1.234";"-78.4";"2020-04-02 23:00:08";"10.89";"90";"0";"279";"0";"0";"2.03";"0";"10.78";"19.28";"35.1";"40.2";"123";"2020-04-02 23:00:08"
"1.234";"-78.4";"2020-04-02 23:15:08";"10.83";"92";"0";"279";"0";"0";"2.03";"0";"10.78";"19.28";"35.1";"40.2";"123";"2020-04-02 23:15:08"
"1.234";"-78.4";"2020-04-02 23:30:08";"10.94";"94";"0";"279";"0";"0";"2.03";"0";"10.78";"19.28";"35.1";"40.2";"123";"2020-04-02 23:30:08"
"1.234";"-78.4";"2020-04-02 23:45:07";"10.94";"95";"0";"279";"0";"0";"2.03";"0";"10.78";"19.28";"35.1";"40.2";"123";"2020-04-02 23:45:07"
"1.234";"-78.4";"2020-04-03 00:00:08";"10.89";"96";"0";"279";"0";"0";"2.03";"0";"10.78";"19.28";"35.1";"40.2";"123";"2020-04-03 00:00:08"
"1.234";"-78.4";"2020-04-03 00:15:08";"10.94";"96";"0";"279";"0";"0";"2.03";"0";"10.78";"19.28";"35.1";"40.2";"123";"2020-04-03 00:15:08"
"1.234";"-78.4";"2020-04-03 00:30:07";"11";"97";"0";"279";"0";"0";"2.03";"0";"10.78";"19.28";"35.1";"40.2";"123";"2020-04-03 00:30:07"
"1.234";"-78.4";"2020-04-03 00:45:08";"10.89";"97";"0";"279";"0";"0";"2.03";"0";"10.78";"19.28";"35.1";"40.2";"123";"2020-04-03 00:45:08"
"1.234";"-78.4";"2020-04-03 01:00:08";"10.94";"98";"0";"279";"0";"0";"2.03";"0";"10.78";"19.28";"35.1";"40.2";"123";"2020-04-03 01:00:08"
"1.234";"-78.4";"2020-04-03 01:15:08";"11.06";"98";"0";"279";"0";"0";"2.03";"0";"10.78";"19.28";"35.1";"40.2";"123";"2020-04-03 01:15:08"
"1.234";"-78.4";"2020-04-03 01:30:07";"11.17";"95";"0";"279";"0";"0";"2.03";"0";"10.78";"19.28";"35.1";"40.2";"123";"2020-04-03 01:30:07"
"1.234";"-78.4";"2020-04-03 01:45:08";"11.33";"92";"0";"279";"0";"0";"2.03";"0";"10.78";"19.28";"35.1";"40.2";"123";"2020-04-03 01:45:08"
"1.234";"-78.4";"2020-04-03 02:00:08";"11.39";"89";"0";"279";"0";"0";"2.03";"0";"10.78";"19.28";"35.1";"40.2";"123";"2020-04-03 02:00:08"
"1.234";"-78.4";"2020-04-03 02:15:07";"11.28";"90";"0";"279";"0";"0";"2.03";"0";"10.78";"19.28";"35.1";"40.2";"123";"2020-04-03 02:15:07"
"1.234";"-78.4";"2020-04-03 02:30:07";"11.06";"91";"0";"279";"0";"0";"2.03";"0";"10.78";"19.28";"35.1";"40.2";"123";"2020-04-03 02:30:07"
"1.234";"-78.4";"2020-04-03 02:45:08";"11";"92";"0";"279";"0";"0";"2.03";"0";"10.78";"19.28";"35.1";"40.2";"123";"2020-04-03 02:45:08"
"1.234";"-78.4";"2020-04-03 03:00:08";"10.89";"93";"0";"279";"0";"0";"2.03";"0";"10.78";"19.28";"35.1";"40.2";"123";"2020-04-03 03:00:08"
"1.234";"-78.4";"2020-04-03 03:15:07";"11";"93";"0";"279";"0";"0";"2.03";"0";"10.78";"19.28";"35.1";"40.2";"123";"2020-04-03 03:15:07"
"1.234";"-78.4";"2020-04-03 03:30:08";"11.17";"92";"0";"279";"0";"0";"2.03";"0";"10.78";"19.28";"35.1";"40.2";"123";"2020-04-03 03:30:08"
"1.234";"-78.4";"2020-04-03 03:45:08";"10.94";"93";"0";"279";"0";"0";"2.03";"0";"10.78";"19.28";"35.1";"40.2";"123";"2020-04-03 03:45:08"
"1.234";"-78.4";"2020-04-03 04:00:08";"10.78";"94";"0";"279";"0";"0";"2.03";"0";"10.67";"19.28";"35.1";"40.2";"123";"2020-04-03 04:00:08"
"1.234";"-78.4";"2020-04-03 04:15:07";"10.78";"97";"0";"279";"0";"0";"2.03";"0";"10.67";"19.28";"35.1";"40.2";"123";"2020-04-03 04:15:07"
"1.234";"-78.4";"2020-04-03 08:54:50";"15.22";"71";"0.67";"250";"0";"0";"0.25";"0";"13.06";"15.22";"35.1";"40.2";"123";"2020-04-03 08:54:50"
"1.234";"-78.4";"2020-04-03 09:00:08";"15.17";"68";"0.69";"249";"0";"0";"0.25";"0";"13.06";"15.28";"35.1";"40.2";"123";"2020-04-03 09:00:08"
"1.234";"-78.4";"2020-04-03 09:15:07";"15.44";"67";"0.78";"246";"0";"0";"0.25";"0";"13.06";"15.56";"35.1";"40.2";"123";"2020-04-03 09:15:07"
"1.234";"-78.4";"2020-04-03 09:30:07";"15.56";"61";"0.41";"208";"0";"0";"0.25";"0";"13.06";"15.67";"35.1";"40.2";"123";"2020-04-03 09:30:07"
"1.234";"-78.4";"2020-04-03 09:45:08";"15.78";"59";"0.41";"209";"0";"0";"0.25";"0";"13.06";"15.78";"35.1";"40.2";"123";"2020-04-03 09:45:08"
"1.234";"-78.4";"2020-04-03 10:00:08";"16.22";"57";"0.68";"209";"0";"0";"0.51";"0";"13.06";"16.22";"35.1";"40.2";"123";"2020-04-03 10:00:08"
"1.234";"-78.4";"2020-04-03 10:15:07";"16.56";"57";"0.28";"209";"0";"0";"0.51";"0";"13.06";"16.56";"35.1";"40.2";"123";"2020-04-03 10:15:07"
"1.234";"-78.4";"2020-04-03 10:30:07";"16.67";"54";"0.33";"209";"0";"0";"0.51";"0";"13.06";"16.78";"35.1";"40.2";"123";"2020-04-03 10:30:07"
"1.234";"-78.4";"2020-04-03 10:45:08";"16.89";"54";"1.19";"193";"0";"0";"0.51";"0";"13.06";"16.94";"35.1";"40.2";"123";"2020-04-03 10:45:08"
"1.234";"-78.4";"2020-04-03 11:00:08";"17.06";"52";"0.42";"172";"0";"0";"0.76";"0";"13.06";"17.17";"35.1";"40.2";"123";"2020-04-03 11:00:08"
"1.234";"-78.4";"2020-04-03 11:15:07";"17.56";"52";"1.27";"95";"0";"0";"0.76";"0";"13.06";"17.61";"35.1";"40.2";"123";"2020-04-03 11:15:07"
"1.234";"-78.4";"2020-04-03 11:30:08";"18.33";"46";"0.37";"79";"0";"0";"0.76";"0";"13.06";"18.44";"35.1";"40.2";"123";"2020-04-03 11:30:08"
"1.234";"-78.4";"2020-04-03 11:45:08";"18.17";"49";"0.48";"66";"1";"0";"0.76";"0";"13.06";"18.44";"35.1";"40.2";"123";"2020-04-03 11:45:08"
"1.234";"-78.4";"2020-04-03 12:00:08";"18.11";"46";"0.3";"51";"0";"0";"1.27";"0";"13.06";"18.44";"35.1";"40.2";"123";"2020-04-03 12:00:08"
"1.234";"-78.4";"2020-04-03 12:15:07";"17.72";"47";"0.23";"23";"0";"0";"1.27";"0";"13.06";"18.44";"35.1";"40.2";"123";"2020-04-03 12:15:07"
"1.234";"-78.4";"2020-04-03 12:30:08";"17.83";"49";"0.29";"23";"0";"0";"1.27";"0";"13.06";"18.44";"35.1";"40.2";"123";"2020-04-03 12:30:08"
"1.234";"-78.4";"2020-04-03 12:45:08";"17.61";"48";"0.28";"158";"0";"0";"1.27";"0";"13.06";"18.44";"35.1";"40.2";"123";"2020-04-03 12:45:08"
"1.234";"-78.4";"2020-04-03 13:00:07";"17.89";"47";"0.32";"156";"0";"0";"1.52";"0";"13.06";"18.44";"35.1";"40.2";"123";"2020-04-03 13:00:07"
"1.234";"-78.4";"2020-04-03 13:15:08";"18.11";"48";"0.41";"155";"0";"0";"1.52";"0";"13.06";"18.44";"35.1";"40.2";"123";"2020-04-03 13:15:08"
"1.234";"-78.4";"2020-04-03 13:30:08";"18.67";"47";"0.37";"151";"0";"0";"1.52";"0";"13.06";"18.67";"35.1";"40.2";"123";"2020-04-03 13:30:08"
"1.234";"-78.4";"2020-04-03 13:45:08";"18.44";"51";"0.18";"151";"0";"0";"1.52";"0";"13.06";"18.67";"35.1";"40.2";"123";"2020-04-03 13:45:08"
"1.234";"-78.4";"2020-04-03 14:00:08";"17.72";"53";"0.27";"107";"0";"0";"1.52";"0";"13.06";"18.67";"35.1";"40.2";"123";"2020-04-03 14:00:08"
"1.234";"-78.4";"2020-04-03 14:15:08";"17.44";"53";"0.38";"127";"0";"0";"1.52";"0";"13.06";"18.67";"35.1";"40.2";"123";"2020-04-03 14:15:08"
"1.234";"-78.4";"2020-04-03 14:30:07";"17.61";"56";"0.89";"192";"0";"0";"1.52";"0";"13.06";"18.67";"35.1";"40.2";"123";"2020-04-03 14:30:07"
"1.234";"-78.4";"2020-04-03 14:45:08";"18.5";"53";"0.78";"223";"0";"0";"1.52";"0";"13.06";"18.67";"35.1";"40.2";"123";"2020-04-03 14:45:08"
"1.234";"-78.4";"2020-04-03 15:00:08";"17.94";"51";"0.26";"184";"0";"0";"1.52";"0";"13.06";"18.67";"35.1";"40.2";"123";"2020-04-03 15:00:08"
"1.234";"-78.4";"2020-04-03 15:15:08";"17.94";"54";"0.25";"184";"0";"0";"2.03";"0";"13.06";"18.67";"35.1";"40.2";"123";"2020-04-03 15:15:08"
"1.234";"-78.4";"2020-04-03 15:30:07";"17.56";"52";"0.22";"194";"0";"0";"2.03";"0";"13.06";"18.67";"35.1";"40.2";"123";"2020-04-03 15:30:07"
"1.234";"-78.4";"2020-04-03 15:45:08";"17.39";"55";"0.19";"228";"7";"0";"2.03";"0";"13.06";"18.67";"35.1";"40.2";"123";"2020-04-03 15:45:08"
"1.234";"-78.4";"2020-04-03 16:00:08";"16.89";"56";"0.23";"214";"0";"0";"2.03";"0";"13.06";"18.67";"35.1";"40.2";"123";"2020-04-03 16:00:08"
"1.234";"-78.4";"2020-04-03 16:15:08";"17.44";"56";"0.22";"146";"5";"0";"2.03";"0";"13.06";"18.67";"35.1";"40.2";"123";"2020-04-03 16:15:08"
"1.234";"-78.4";"2020-04-03 16:30:07";"16.28";"57";"0.12";"151";"4";"0";"2.03";"0";"13.06";"18.67";"35.1";"40.2";"123";"2020-04-03 16:30:07"
"1.234";"-78.4";"2020-04-03 16:45:07";"16.11";"58";"0.08";"157";"2";"0";"2.03";"0";"13.06";"18.67";"35.1";"40.2";"123";"2020-04-03 16:45:07"
"1.234";"-78.4";"2020-04-03 17:00:08";"16";"58";"0.07";"153";"1";"0";"2.03";"0";"13.06";"18.67";"35.1";"40.2";"123";"2020-04-03 17:00:08"
"1.234";"-78.4";"2020-04-03 17:15:07";"15.89";"59";"0.04";"155";"0";"0";"2.29";"0";"13.06";"18.67";"35.1";"40.2";"123";"2020-04-03 17:15:07"
"1.234";"-78.4";"2020-04-03 17:30:07";"15.78";"59";"0";"155";"0";"0";"2.29";"0";"13.06";"18.67";"35.1";"40.2";"123";"2020-04-03 17:30:07"
"1.234";"-78.4";"2020-04-03 17:45:08";"15.44";"61";"0";"109";"3";"0";"2.29";"0";"13.06";"18.67";"35.1";"40.2";"123";"2020-04-03 17:45:08"
"1.234";"-78.4";"2020-04-03 18:00:08";"15";"63";"0";"135";"0";"0";"2.29";"0";"13.06";"18.67";"35.1";"40.2";"123";"2020-04-03 18:00:08"
