data	hour	depl	vwc	depl_t1	d_rain	irr	etc	Fc	L	
2021-06-09	00:00:02	0.867	45.506	0.867	0.0	0	0.0	46.373	100.0
2021-06-09	00:15:06	-0.127	46.5	-0.127	0	0	0.0	46.373	100.0
2021-06-09	04:30:09	-0.127	46.5	-0.127	0.0	0	0.0	46.373	100.0
2021-06-09	04:45:23	-0.127	46.5	-0.127	0.0	0	0.0	46.373	100.0
2021-06-09	05:00:37	-0.127	46.5	-0.127	0.0	0	0.0	46.373	100.0
2021-06-09	05:15:51	-0.127	46.5	-0.127	0.0	0	0.0	46.373	100.0
2021-06-09	05:30:07	-0.127	46.5	-0.127	0.0	0	0.0	46.373	100.0
2021-06-09	05:45:18	-0.127	46.5	-0.127	0.0	0	0.0	46.373	100.0
2021-06-09	06:00:29	-0.127	46.5	-0.127	0.0	0	0.0	46.373	100.0
2021-06-09	06:15:44	-0.127	46.5	-0.127	0.0	0	0.0	46.373	100.0
2021-06-09	06:30:04	-0.127	46.5	-0.127	0.0	0	0.0	46.373	100.0
2021-06-09	06:45:11	-0.127	46.5	-0.127	0.0	0	0.0	46.373	100.0
2021-06-09	07:00:18	-0.127	46.5	-0.127	0.0	0	0.0	46.373	100.0
2021-06-09	07:15:24	-0.094	46.467	-0.127	0.0	0	0.033	46.373	100.0
2021-06-09	07:30:30	-0.094	46.467	-0.094	0.0	0	0.0	46.373	100.0
2021-06-09	07:45:35	-0.094	46.467	-0.094	0.0	0	0.0	46.373	100.0
2021-06-09	08:00:39	-0.094	46.467	-0.094	0.0	0	0.0	46.373	100.0
2021-06-09	08:15:43	-0.017	46.39	-0.094	0.0	0	0.077	46.373	100.0
2021-06-09	08:30:49	-0.017	46.39	-0.017	0.0	0	0.0	46.373	100.0
2021-06-09	08:45:57	-0.017	46.39	-0.017	0.0	0	0.0	46.373	100.0
2021-06-09	09:00:02	-0.017	46.39	-0.017	0.0	0	0.0	46.373	100.0
2021-06-09	09:15:08	0.126	46.247	-0.017	0.0	0	0.143	46.373	100.0
2021-06-09	09:30:13	0.126	46.247	0.126	0.0	0	0.0	46.373	100.0
2021-06-09	09:45:18	0.126	46.247	0.126	0.0	0	0.0	46.373	100.0
2021-06-09	10:00:22	0.126	46.247	0.126	0.0	0	0.0	46.373	100.0
2021-06-09	10:15:27	0.323	46.05	0.126	0.0	0	0.197	46.373	100.0
2021-06-09	10:30:32	0.323	46.05	0.323	0.0	0	0.0	46.373	100.0
2021-06-09	10:45:38	0.323	46.05	0.323	0.0	0	0.0	46.373	100.0
2021-06-09	11:00:50	0.323	46.05	0.323	0.0	0	0.0	46.373	100.0
2021-06-09	12:00:07	0.542	45.831	0.323	0.0	0	0.219	46.373	100.0
2021-06-09	12:15:08	0.904	45.469	0.542	0.0	0.0	0.362	46.373	100.0
2021-06-09	12:30:09	0.904	45.469	0.904	0.0	0	0.0	46.373	100.0
2021-06-09	12:45:11	0.904	45.469	0.904	0.0	0	0.0	46.373	100.0
2021-06-09	13:00:13	0.904	45.469	0.904	0.0	0	0.0	46.373	100.0
2021-06-09	13:15:53	1.321	45.052	0.904	0.0	0	0.417	46.373	100.0
2021-06-09	13:30:59	1.321	45.052	1.321	0.0	0	0.0	46.373	100.0
2021-06-09	13:45:06	1.321	45.052	1.321	0.0	0	0.0	46.373	100.0
2021-06-09	14:00:13	1.321	45.052	1.321	0.0	0	0.0	46.373	100.0
2021-06-09	14:15:19	1.683	44.69	1.321	0.0	0	0.362	46.373	100.0
2021-06-09	14:30:23	1.683	44.69	1.683	0.0	0	0.0	46.373	100.0
2021-06-09	14:45:28	1.683	44.69	1.683	0.0	0	0.0	46.373	100.0
2021-06-09	15:00:32	1.083	45.29	1.683	0.6	0	0.0	46.373	100.0
2021-06-09	15:15:37	1.193	45.18	1.083	0.0	0	0.11	46.373	100.0
2021-06-09	15:30:42	1.193	45.18	1.193	0.0	0	0.0	46.373	100.0
2021-06-09	15:45:39	1.193	45.18	1.193	0.0	0	0.0	46.373	100.0
2021-06-09	16:00:40	1.193	45.18	1.193	0.0	0	0.0	46.373	100.0
2021-06-09	16:15:41	1.368	45.005	1.193	0.0	0	0.175	46.373	100.0
2021-06-09	16:30:42	1.368	45.005	1.368	0.0	0	0.0	46.373	100.0
2021-06-09	16:45:43	1.368	45.005	1.368	0.0	0	0.0	46.373	100.0
2021-06-09	17:00:44	1.368	45.005	1.368	0.0	0	0.0	46.373	100.0
2021-06-09	17:15:44	1.045	45.328	1.368	0.4	0	0.077	46.373	100.0
2021-06-09	17:30:45	1.045	45.328	1.045	0.0	0	0.0	46.373	100.0
2021-06-09	17:45:46	1.045	45.328	1.045	0.0	0	0.0	46.373	100.0
2021-06-09	18:00:48	1.045	45.328	1.045	0.0	0	0.0	46.373	100.0
2021-06-09	18:15:50	1.045	45.328	1.045	0.0	0	0.0	46.373	100.0
2021-06-09	18:30:51	1.045	45.328	1.045	0.0	0	0.0	46.373	100.0
2021-06-09	18:45:52	1.045	45.328	1.045	0.0	0	0.0	46.373	100.0
2021-06-09	19:00:53	1.045	45.328	1.045	0.0	0	0.0	46.373	100.0
2021-06-09	19:15:53	1.045	45.328	1.045	0.0	0	0.0	46.373	100.0
2021-06-09	19:30:54	1.045	45.328	1.045	0.0	0	0.0	46.373	100.0
2021-06-09	19:45:55	1.045	45.328	1.045	0.0	0	0.0	46.373	100.0
2021-06-09	20:00:56	1.045	45.328	1.045	0.0	0	0.0	46.373	100.0
2021-06-09	20:15:57	0.845	45.528	1.045	0.2	0	0.0	46.373	100.0
2021-06-09	20:30:57	0.845	45.528	0.845	0.0	0	0.0	46.373	100.0
2021-06-09	22:00:27	0.845	45.528	0.845	0.0	0	0.0	46.373	100.0
2021-06-09	22:15:31	0.845	45.528	0.845	0.0	0	0.0	46.373	100.0
2021-06-09	22:30:37	0.845	45.528	0.845	0.0	0	0.0	46.373	100.0
2021-06-09	22:45:41	0.845	45.528	0.845	0.0	0	0.0	46.373	100.0
2021-06-09	23:00:46	0.845	45.528	0.845	0.0	0	0.0	46.373	100.0
2021-06-09	23:15:50	0.845	45.528	0.845	0.0	0	0.0	46.373	100.0
2021-06-09	23:30:54	0.845	45.528	0.845	0.0	0	0.0	46.373	100.0
2021-06-09	23:45:59	0.845	45.528	0.845	0.0	0	0.0	46.373	100.0
2021-06-10	00:00:04	0.845	45.528	0.845	0.0	0	0.0	46.373	100.0
2021-06-10	00:15:08	0.845	45.528	0.845	0	0	0.0	46.373	100.0
2021-06-10	00:30:11	0.845	45.528	0.845	0.0	0	0.0	46.373	100.0
2021-06-10	00:45:15	0.845	45.528	0.845	0.0	0	0.0	46.373	100.0
2021-06-10	01:00:19	0.845	45.528	0.845	0.0	0	0.0	46.373	100.0
2021-06-10	01:15:23	0.845	45.528	0.845	0.0	0	0.0	46.373	100.0
2021-06-10	01:30:27	0.845	45.528	0.845	0.0	0	0.0	46.373	100.0
2021-06-10	01:45:30	0.845	45.528	0.845	0.0	0	0.0	46.373	100.0
2021-06-10	02:00:36	0.845	45.528	0.845	0.0	0	0.0	46.373	100.0
2021-06-10	02:15:39	0.845	45.528	0.845	0.0	0	0.0	46.373	100.0
2021-06-10	02:30:44	0.845	45.528	0.845	0.0	0	0.0	46.373	100.0
2021-06-10	02:45:49	0.845	45.528	0.845	0.0	0	0.0	46.373	100.0
2021-06-10	03:00:53	0.845	45.528	0.845	0.0	0	0.0	46.373	100.0
2021-06-10	03:15:57	0.845	45.528	0.845	0.0	0	0.0	46.373	100.0
2021-06-10	03:30:03	0.845	45.528	0.845	0.0	0	0.0	46.373	100.0
2021-06-10	03:45:07	0.845	45.528	0.845	0.0	0	0.0	46.373	100.0
2021-06-10	04:00:11	0.845	45.528	0.845	0.0	0	0.0	46.373	100.0
2021-06-10	04:15:14	0.845	45.528	0.845	0.0	0	0.0	46.373	100.0
2021-06-10	04:30:18	0.845	45.528	0.845	0.0	0	0.0	46.373	100.0
2021-06-10	04:45:22	0.845	45.528	0.845	0.0	0	0.0	46.373	100.0
2021-06-10	05:00:25	0.845	45.528	0.845	0.0	0	0.0	46.373	100.0
2021-06-10	05:15:29	0.845	45.528	0.845	0.0	0	0.0	46.373	100.0
2021-06-10	05:30:33	0.845	45.528	0.845	0.0	0	0.0	46.373	100.0
2021-06-10	05:45:37	0.845	45.528	0.845	0.0	0	0.0	46.373	100.0
2021-06-10	06:00:40	0.845	45.528	0.845	0.0	0	0.0	46.373	100.0
2021-06-10	06:15:44	0.845	45.528	0.845	0.0	0	0.0	46.373	100.0
2021-06-10	06:30:49	0.845	45.528	0.845	0.0	0	0.0	46.373	100.0
2021-06-10	06:45:53	0.845	45.528	0.845	0.0	0	0.0	46.373	100.0
2021-06-10	07:00:57	0.845	45.528	0.845	0.0	0	0.0	46.373	100.0
2021-06-10	07:15:01	0.877	45.496	0.845	0.0	0	0.032	46.373	100.0
2021-06-10	07:30:06	0.877	45.496	0.877	0.0	0	0.0	46.373	100.0
2021-06-10	07:45:10	0.877	45.496	0.877	0.0	0	0.0	46.373	100.0
2021-06-10	08:00:14	0.877	45.496	0.877	0.0	0	0.0	46.373	100.0
2021-06-10	08:15:17	0.899	45.474	0.877	0.0	0	0.022	46.373	100.0
2021-06-10	08:30:21	0.899	45.474	0.899	0.0	0	0.0	46.373	100.0
2021-06-10	08:45:25	0.899	45.474	0.899	0.0	0	0.0	46.373	100.0
2021-06-10	09:00:29	0.899	45.474	0.899	0.0	0	0.0	46.373	100.0
2021-06-10	09:15:32	0.986	45.387	0.899	0.0	0	0.087	46.373	100.0
2021-06-10	09:30:37	0.986	45.387	0.986	0.0	0	0.0	46.373	100.0
2021-06-10	09:45:42	0.986	45.387	0.986	0.0	0	0.0	46.373	100.0
2021-06-10	10:00:46	0.986	45.387	0.986	0.0	0	0.0	46.373	100.0
2021-06-10	10:15:50	1.094	45.279	0.986	0.0	0	0.108	46.373	100.0
2021-06-10	10:30:54	1.094	45.279	1.094	0.0	0	0.0	46.373	100.0
2021-06-10	10:45:58	1.094	45.279	1.094	0.0	0	0.0	46.373	100.0
2021-06-10	11:00:01	1.094	45.279	1.094	0.0	0	0.0	46.373	100.0
2021-06-10	11:15:06	1.256	45.117	1.094	0.0	0	0.162	46.373	100.0
2021-06-10	11:30:09	1.256	45.117	1.256	0.0	0	0.0	46.373	100.0
2021-06-10	11:45:13	1.256	45.117	1.256	0.0	0	0.0	46.373	100.0
2021-06-10	12:00:19	1.256	45.117	1.256	0.0	0	0.0	46.373	100.0
2021-06-10	12:15:25	1.505	44.868	1.256	0.0	0.0	0.249	46.373	100.0
2021-06-10	12:30:30	1.505	44.868	1.505	0.0	0	0.0	46.373	100.0
2021-06-10	12:45:35	1.505	44.868	1.505	0.0	0	0.0	46.373	100.0
2021-06-10	13:00:41	1.505	44.868	1.505	0.0	0	0.0	46.373	100.0
2021-06-10	13:45:59	1.505	44.868	1.505	0.0	0	-0.0	46.373	100.0
2021-06-10	14:00:07	1.505	44.868	1.505	0.0	0	-0.0	46.373	100.0
2021-06-10	14:15:10	1.89	44.483	1.505	0.0	0	0.385	46.373	100.0
2021-06-10	14:30:14	1.89	44.483	1.89	0.0	0	0.0	46.373	100.0
2021-06-10	14:45:18	1.89	44.483	1.89	0.0	0	0.0	46.373	100.0
2021-06-10	15:00:21	1.89	44.483	1.89	0.0	0	0.0	46.373	100.0
2021-06-10	15:15:25	2.331	44.042	1.89	0.0	0	0.441	46.373	100.0
2021-06-10	15:30:29	2.331	44.042	2.331	0.0	0	0.0	46.373	100.0
2021-06-10	15:45:32	2.331	44.042	2.331	0.0	0	0.0	46.373	100.0
2021-06-10	16:00:36	2.331	44.042	2.331	0.0	0	0.0	46.373	100.0
2021-06-10	16:15:39	2.688	43.685	2.331	0.0	0	0.357	46.373	100.0
2021-06-10	16:30:43	2.688	43.685	2.688	0.0	0	0.0	46.373	100.0
2021-06-10	16:45:49	2.688	43.685	2.688	0.0	0	0.0	46.373	100.0
2021-06-10	17:00:52	2.688	43.685	2.688	0.0	0	0.0	46.373	100.0
2021-06-10	17:15:56	2.853	43.52	2.688	0.0	0	0.165	46.373	100.0
2021-06-10	17:30:59	2.853	43.52	2.853	0.0	0	0.0	46.373	100.0
2021-06-10	17:45:03	2.853	43.52	2.853	0.0	0	0.0	46.373	100.0
2021-06-10	18:00:07	2.853	43.52	2.853	0.0	0	0.0	46.373	100.0
2021-06-10	18:15:11	2.908	43.465	2.853	0.0	0	0.055	46.373	100.0
2021-06-10	18:30:14	2.908	43.465	2.908	0.0	0	-0.0	46.373	100.0
2021-06-10	18:45:18	2.908	43.465	2.908	0.0	0	-0.0	46.373	100.0
2021-06-10	19:00:22	2.908	43.465	2.908	0.0	0	-0.0	46.373	100.0
2021-06-10	19:15:25	2.935	43.438	2.908	0.0	0	0.027	46.373	100.0
2021-06-10	19:30:30	2.935	43.438	2.935	0.0	0	0.0	46.373	100.0
2021-06-10	19:45:34	2.935	43.438	2.935	0.0	0	0.0	46.373	100.0
2021-06-10	20:00:37	2.935	43.438	2.935	0.0	0	0.0	46.373	100.0
2021-06-10	20:15:41	2.963	43.41	2.935	0.0	0	0.028	46.373	100.0
2021-06-10	20:30:44	2.963	43.41	2.963	0.0	0	0.0	46.373	100.0
2021-06-10	20:45:51	2.963	43.41	2.963	0.0	0	0.0	46.373	100.0
2021-06-10	21:00:54	2.963	43.41	2.963	0.0	0	0.0	46.373	100.0
2021-06-10	21:15:57	2.963	43.41	2.963	0.0	0	0.0	46.373	100.0
2021-06-10	21:30:01	2.963	43.41	2.963	0.0	0	0.0	46.373	100.0
2021-06-10	21:45:04	2.963	43.41	2.963	0.0	0	0.0	46.373	100.0
2021-06-10	22:00:08	2.963	43.41	2.963	0.0	0	0.0	46.373	100.0
2021-06-10	22:15:11	2.963	43.41	2.963	0.0	0	0.0	46.373	100.0
2021-06-10	22:30:15	2.963	43.41	2.963	0.0	0	0.0	46.373	100.0
2021-06-10	22:45:18	2.963	43.41	2.963	0.0	0	0.0	46.373	100.0
2021-06-10	23:45:22	2.963	43.41	2.963	0.0	0	0.0	46.373	100.0
2021-06-10	22:45:18	2.963	43.41	2.963	0.0	0	0.0	46.373	100.0
2021-06-10	23:45:22	2.963	43.41	2.963	0.0	0	0.0	46.373	100.0
2021-06-11	00:00:27	2.963	43.41	2.963	0.0	0	0.0	46.373	100.0
2021-06-11	00:15:30	2.963	43.41	2.963	0.0	0	0.0	46.373	100.0
2021-06-11	00:30:34	2.963	43.41	2.963	0.0	0	0.0	46.373	100.0
2021-06-11	00:45:38	2.963	43.41	2.963	0.0	0	0.0	46.373	100.0
2021-06-11	01:00:42	2.963	43.41	2.963	0.0	0	0.0	46.373	100.0
2021-06-11	01:15:45	2.963	43.41	2.963	0.0	0	0.0	46.373	100.0
2021-06-11	01:30:49	2.963	43.41	2.963	0.0	0	0.0	46.373	100.0
2021-06-11	01:45:53	2.963	43.41	2.963	0.0	0	0.0	46.373	100.0
2021-06-11	02:00:56	2.963	43.41	2.963	0.0	0	0.0	46.373	100.0
2021-06-11	02:16:00	2.963	43.41	2.963	0.0	0	0.0	46.373	100.0
2021-06-11	02:30:04	2.963	43.41	2.963	0.0	0	0.0	46.373	100.0
2021-06-11	02:45:07	2.963	43.41	2.963	0.0	0	0.0	46.373	100.0
2021-06-11	03:00:11	2.963	43.41	2.963	0.0	0	0.0	46.373	100.0
2021-06-11	03:15:14	2.963	43.41	2.963	0.0	0	0.0	46.373	100.0
2021-06-11	03:30:18	2.963	43.41	2.963	0.0	0	0.0	46.373	100.0
2021-06-11	03:45:21	2.963	43.41	2.963	0.0	0	0.0	46.373	100.0
2021-06-11	04:00:25	2.963	43.41	2.963	0.0	0	0.0	46.373	100.0
2021-06-11	04:15:28	2.963	43.41	2.963	0.0	0	0.0	46.373	100.0
2021-06-11	04:30:32	2.963	43.41	2.963	0.0	0	0.0	46.373	100.0
2021-06-11	04:45:36	2.963	43.41	2.963	0.0	0	0.0	46.373	100.0
2021-06-11	05:00:39	2.963	43.41	2.963	0.0	0	0.0	46.373	100.0
2021-06-11	05:15:43	2.963	43.41	2.963	0.0	0	0.0	46.373	100.0
2021-06-11	05:30:49	2.963	43.41	2.963	0.0	0	0.0	46.373	100.0
2021-06-11	05:45:52	2.963	43.41	2.963	0.0	0	0.0	46.373	100.0
2021-06-11	06:00:56	2.963	43.41	2.963	0.0	0	0.0	46.373	100.0
2021-06-11	06:15:59	2.963	43.41	2.963	0.0	0	0.0	46.373	100.0
2021-06-11	06:30:03	2.963	43.41	2.963	0.0	0	0.0	46.373	100.0
2021-06-11	06:45:07	2.963	43.41	2.963	0.0	0	0.0	46.373	100.0
2021-06-11	07:00:11	2.963	43.41	2.963	0.0	0	0.0	46.373	100.0
2021-06-11	07:15:14	2.994	43.379	2.963	0.0	0	0.031	46.373	100.0
2021-06-11	07:30:18	2.994	43.379	2.994	0.0	0	0.0	46.373	100.0
2021-06-11	07:45:21	2.994	43.379	2.994	0.0	0	0.0	46.373	100.0
2021-06-11	08:00:26	2.994	43.379	2.994	0.0	0	0.0	46.373	100.0
2021-06-11	08:15:30	3.046	43.327	2.994	0.0	0	0.052	46.373	100.0
2021-06-11	08:30:33	3.046	43.327	3.046	0.0	0	0.0	46.373	100.0
2021-06-11	08:45:38	3.046	43.327	3.046	0.0	0	0.0	46.373	100.0
2021-06-11	09:00:41	3.046	43.327	3.046	0.0	0	0.0	46.373	100.0
2021-06-11	09:15:45	3.273	43.1	3.046	0.0	0	0.227	46.373	100.0
2021-06-11	09:30:50	3.273	43.1	3.273	0.0	0	0.0	46.373	100.0
2021-06-11	09:45:54	3.273	43.1	3.273	0.0	0	0.0	46.373	100.0
2021-06-11	10:00:58	3.273	43.1	3.273	0.0	0	0.0	46.373	100.0
